docs_i,topics_i,metric_id,time_ns,time_ms,time_m,time_h
100,50,jsd,65946000,65,0,0
100,50,wjl_ii,3545000,3,0,0
100,50,jsd,125610000,125,0,0
100,50,wjl_ii,14866000,14,0,0
100,50,jsd,119930000,119,0,0
100,50,wjl_ii,14332000,14,0,0
100,50,jsd,92843000,92,0,0
100,50,wjl_ii,8123000,8,0,0
100,50,jsd,125812000,125,0,0
100,50,wjl_ii,19379000,19,0,0
100,50,jsd,127574000,127,0,0
100,50,wjl_ii,9659000,9,0,0
100,50,jsd,73260000,73,0,0
100,50,wjl_ii,4939000,4,0,0
100,50,jsd,115087000,115,0,0
100,50,wjl_ii,13598000,13,0,0
100,50,jsd,98499000,98,0,0
100,50,wjl_ii,4518000,4,0,0
100,50,jsd,65391000,65,0,0
100,50,wjl_ii,3405000,3,0,0
100,50,jsd,77303000,77,0,0
100,50,wjl_ii,3683000,3,0,0
100,50,jsd,82105000,82,0,0
100,50,wjl_ii,3820000,3,0,0
100,50,jsd,140387000,140,0,0
100,50,wjl_ii,6353000,6,0,0
100,50,jsd,99615000,99,0,0
100,50,wjl_ii,7799000,7,0,0
100,50,jsd,124289000,124,0,0
100,50,wjl_ii,3499000,3,0,0
100,50,jsd,117156000,117,0,0
100,50,wjl_ii,8873000,8,0,0
100,50,jsd,115902000,115,0,0
100,50,wjl_ii,3471000,3,0,0
100,50,jsd,137863000,137,0,0
100,50,wjl_ii,22878000,22,0,0
100,50,jsd,54173000,54,0,0
100,50,wjl_ii,4058000,4,0,0
100,50,jsd,67669000,67,0,0
100,50,wjl_ii,3745000,3,0,0
100,50,jsd,90565000,90,0,0
100,50,wjl_ii,16087000,16,0,0
100,50,jsd,68125000,68,0,0
100,50,wjl_ii,8762000,8,0,0
100,50,jsd,170226000,170,0,0
100,50,wjl_ii,7037000,7,0,0
100,50,jsd,126393000,126,0,0
100,50,wjl_ii,3427000,3,0,0
100,50,jsd,121621000,121,0,0
100,50,wjl_ii,3758000,3,0,0
100,50,jsd,70522000,70,0,0
100,50,wjl_ii,3363000,3,0,0
100,50,jsd,86397000,86,0,0
100,50,wjl_ii,9872000,9,0,0
100,50,jsd,52168000,52,0,0
100,50,wjl_ii,4307000,4,0,0
100,50,jsd,51453000,51,0,0
100,50,wjl_ii,11243000,11,0,0
100,50,jsd,52372000,52,0,0
100,50,wjl_ii,13960000,13,0,0
100,50,jsd,54446000,54,0,0
100,50,wjl_ii,3869000,3,0,0
100,50,jsd,79666000,79,0,0
100,50,wjl_ii,4254000,4,0,0
100,50,jsd,81876000,81,0,0
100,50,wjl_ii,6220000,6,0,0
100,50,jsd,78431000,78,0,0
100,50,wjl_ii,6080000,6,0,0
100,50,jsd,75428000,75,0,0
100,50,wjl_ii,4232000,4,0,0
100,50,jsd,80214000,80,0,0
100,50,wjl_ii,11335000,11,0,0
100,100,jsd,137913000,137,0,0
100,100,wjl_ii,1836000,1,0,0
100,50,jsd,166572000,166,0,0
100,50,wjl_ii,3991000,3,0,0
100,100,jsd,123702000,123,0,0
100,100,wjl_ii,1848000,1,0,0
100,100,jsd,119371000,119,0,0
100,100,wjl_ii,1746000,1,0,0
100,100,jsd,201861000,201,0,0
100,100,wjl_ii,4414000,4,0,0
100,100,jsd,169823000,169,0,0
100,100,wjl_ii,1642000,1,0,0
100,100,jsd,164690000,164,0,0
100,100,wjl_ii,1862000,1,0,0
100,100,jsd,124659000,124,0,0
100,100,wjl_ii,1597000,1,0,0
100,100,jsd,137972000,137,0,0
100,100,wjl_ii,1936000,1,0,0
100,100,jsd,126742000,126,0,0
100,100,wjl_ii,1696000,1,0,0
100,100,jsd,193377000,193,0,0
100,100,wjl_ii,1778000,1,0,0
100,100,jsd,116667000,116,0,0
100,100,wjl_ii,1941000,1,0,0
100,100,jsd,142181000,142,0,0
100,100,wjl_ii,1728000,1,0,0
100,100,jsd,173661000,173,0,0
100,100,wjl_ii,1651000,1,0,0
100,100,jsd,134636000,134,0,0
100,100,wjl_ii,1675000,1,0,0
100,100,jsd,132828000,132,0,0
100,100,wjl_ii,1931000,1,0,0
100,100,jsd,142195000,142,0,0
100,100,wjl_ii,1797000,1,0,0
100,100,jsd,144704000,144,0,0
100,100,wjl_ii,1645000,1,0,0
100,100,jsd,157572000,157,0,0
100,100,wjl_ii,1708000,1,0,0
100,100,jsd,136744000,136,0,0
100,100,wjl_ii,1793000,1,0,0
100,100,jsd,108997000,108,0,0
100,100,wjl_ii,1666000,1,0,0
100,100,jsd,103282000,103,0,0
100,100,wjl_ii,1831000,1,0,0
100,100,jsd,130107000,130,0,0
100,100,wjl_ii,1782000,1,0,0
100,100,jsd,157376000,157,0,0
100,100,wjl_ii,4605000,4,0,0
100,100,jsd,179923000,179,0,0
100,100,wjl_ii,1660000,1,0,0
100,100,jsd,144665000,144,0,0
100,100,wjl_ii,1955000,1,0,0
100,100,jsd,109944000,109,0,0
100,100,wjl_ii,1592000,1,0,0
100,100,jsd,144991000,144,0,0
100,100,wjl_ii,1745000,1,0,0
100,100,jsd,150189000,150,0,0
100,100,wjl_ii,2166000,2,0,0
100,100,jsd,133926000,133,0,0
100,100,wjl_ii,1610000,1,0,0
100,100,jsd,129450000,129,0,0
100,100,wjl_ii,1801000,1,0,0
100,100,jsd,126235000,126,0,0
100,100,wjl_ii,1652000,1,0,0
100,100,jsd,151275000,151,0,0
100,100,wjl_ii,2213000,2,0,0
100,100,jsd,135829000,135,0,0
100,100,wjl_ii,1934000,1,0,0
100,100,jsd,151143000,151,0,0
100,100,wjl_ii,4891000,4,0,0
100,100,jsd,201642000,201,0,0
100,100,wjl_ii,2009000,2,0,0
100,100,jsd,198655000,198,0,0
100,100,wjl_ii,1788000,1,0,0
100,100,jsd,118394000,118,0,0
100,100,wjl_ii,1848000,1,0,0
100,100,jsd,143481000,143,0,0
100,100,wjl_ii,2811000,2,0,0
100,100,jsd,107771000,107,0,0
100,100,wjl_ii,1842000,1,0,0
100,100,jsd,132703000,132,0,0
100,100,wjl_ii,1736000,1,0,0
100,100,jsd,101472000,101,0,0
100,100,wjl_ii,1811000,1,0,0
100,100,jsd,171883000,171,0,0
100,100,wjl_ii,1726000,1,0,0
100,100,jsd,105461000,105,0,0
100,100,wjl_ii,1598000,1,0,0
100,100,jsd,142801000,142,0,0
100,100,wjl_ii,1872000,1,0,0
100,100,jsd,125298000,125,0,0
100,100,wjl_ii,1699000,1,0,0
100,100,jsd,177831000,177,0,0
100,100,wjl_ii,2761000,2,0,0
100,100,jsd,156931000,156,0,0
100,100,wjl_ii,1651000,1,0,0
100,100,jsd,130223000,130,0,0
100,100,wjl_ii,1687000,1,0,0
100,100,jsd,131317000,131,0,0
100,100,wjl_ii,3452000,3,0,0
100,100,jsd,112804000,112,0,0
100,100,wjl_ii,1558000,1,0,0
100,100,jsd,116999000,116,0,0
100,100,wjl_ii,1626000,1,0,0
100,100,jsd,102873000,102,0,0
100,100,wjl_ii,1918000,1,0,0
100,100,jsd,105245000,105,0,0
100,100,wjl_ii,1691000,1,0,0
100,100,jsd,123709000,123,0,0
100,100,wjl_ii,1778000,1,0,0
100,100,jsd,75447000,75,0,0
100,100,wjl_ii,1678000,1,0,0
100,100,jsd,102209000,102,0,0
100,100,wjl_ii,1940000,1,0,0
100,100,jsd,127833000,127,0,0
100,100,wjl_ii,1899000,1,0,0
100,100,jsd,102490000,102,0,0
100,100,wjl_ii,1906000,1,0,0
100,100,jsd,114752000,114,0,0
100,100,wjl_ii,1563000,1,0,0
100,100,jsd,113036000,113,0,0
100,100,wjl_ii,1648000,1,0,0
100,100,jsd,116511000,116,0,0
100,100,wjl_ii,1717000,1,0,0
100,100,jsd,115725000,115,0,0
100,100,wjl_ii,1895000,1,0,0
100,100,jsd,119791000,119,0,0
100,100,wjl_ii,2330000,2,0,0
100,100,jsd,117320000,117,0,0
100,100,wjl_ii,5232000,5,0,0
100,100,jsd,145726000,145,0,0
100,100,wjl_ii,1890000,1,0,0
100,100,jsd,135216000,135,0,0
100,100,wjl_ii,1888000,1,0,0
100,100,jsd,178057000,178,0,0
100,100,wjl_ii,1869000,1,0,0
100,100,jsd,173816000,173,0,0
100,100,wjl_ii,1876000,1,0,0
100,100,jsd,108357000,108,0,0
100,100,wjl_ii,1717000,1,0,0
100,100,jsd,139465000,139,0,0
100,100,wjl_ii,1780000,1,0,0
100,100,jsd,110203000,110,0,0
100,100,wjl_ii,1696000,1,0,0
100,100,jsd,128658000,128,0,0
100,100,wjl_ii,1729000,1,0,0
100,100,jsd,126293000,126,0,0
100,100,wjl_ii,2716000,2,0,0
100,100,jsd,129033000,129,0,0
100,100,wjl_ii,2023000,2,0,0
100,100,jsd,154189000,154,0,0
100,100,wjl_ii,1785000,1,0,0
100,100,jsd,162275000,162,0,0
100,100,wjl_ii,1822000,1,0,0
100,100,jsd,105280000,105,0,0
100,100,wjl_ii,1681000,1,0,0
100,100,jsd,108875000,108,0,0
100,100,wjl_ii,1823000,1,0,0
100,100,jsd,188506000,188,0,0
100,100,wjl_ii,1900000,1,0,0
100,100,jsd,187827000,187,0,0
100,100,wjl_ii,2018000,2,0,0
100,100,jsd,123894000,123,0,0
100,100,wjl_ii,1745000,1,0,0
100,100,jsd,115522000,115,0,0
100,100,wjl_ii,1911000,1,0,0
100,100,jsd,118761000,118,0,0
100,100,wjl_ii,1787000,1,0,0
100,100,jsd,140251000,140,0,0
100,100,wjl_ii,1686000,1,0,0
100,100,jsd,110467000,110,0,0
100,100,wjl_ii,1642000,1,0,0
100,100,jsd,110424000,110,0,0
100,100,wjl_ii,1785000,1,0,0
100,100,jsd,114439000,114,0,0
100,100,wjl_ii,1857000,1,0,0
100,100,jsd,129728000,129,0,0
100,100,wjl_ii,1592000,1,0,0
100,100,jsd,106920000,106,0,0
100,100,wjl_ii,6009000,6,0,0
100,100,jsd,138694000,138,0,0
100,100,wjl_ii,1603000,1,0,0
100,100,jsd,205214000,205,0,0
100,100,wjl_ii,1686000,1,0,0
100,100,jsd,189263000,189,0,0
100,100,wjl_ii,5330000,5,0,0
100,100,jsd,130204000,130,0,0
100,100,wjl_ii,1887000,1,0,0
100,100,jsd,101927000,101,0,0
100,100,wjl_ii,2022000,2,0,0
100,100,jsd,97742000,97,0,0
100,100,wjl_ii,3636000,3,0,0
100,100,jsd,146519000,146,0,0
100,100,wjl_ii,1780000,1,0,0
100,100,jsd,118412000,118,0,0
100,100,wjl_ii,1843000,1,0,0
100,100,jsd,184020000,184,0,0
100,100,wjl_ii,1712000,1,0,0
100,100,jsd,212157000,212,0,0
100,100,wjl_ii,2070000,2,0,0
100,100,jsd,163026000,163,0,0
100,100,wjl_ii,3180000,3,0,0
100,300,jsd,368799000,368,0,0
100,300,wjl_ii,929000,0,0,0
100,300,jsd,344171000,344,0,0
100,300,wjl_ii,903000,0,0,0
100,300,jsd,366549000,366,0,0
100,300,wjl_ii,1027000,1,0,0
100,300,jsd,314756000,314,0,0
100,300,wjl_ii,1059000,1,0,0
100,300,jsd,308329000,308,0,0
100,300,wjl_ii,1303000,1,0,0
100,300,jsd,391440000,391,0,0
100,300,wjl_ii,1250000,1,0,0
100,300,jsd,399358000,399,0,0
100,300,wjl_ii,891000,0,0,0
100,300,jsd,349387000,349,0,0
100,300,wjl_ii,834000,0,0,0
100,300,jsd,386648000,386,0,0
100,300,wjl_ii,944000,0,0,0
100,300,jsd,351498000,351,0,0
100,300,wjl_ii,815000,0,0,0
100,300,jsd,327298000,327,0,0
100,300,wjl_ii,901000,0,0,0
100,300,jsd,392145000,392,0,0
100,300,wjl_ii,901000,0,0,0
100,300,jsd,323069000,323,0,0
100,300,wjl_ii,1057000,1,0,0
100,300,jsd,441375000,441,0,0
100,300,wjl_ii,863000,0,0,0
100,300,jsd,441036000,441,0,0
100,300,wjl_ii,1144000,1,0,0
100,300,jsd,360494000,360,0,0
100,300,wjl_ii,1119000,1,0,0
100,300,jsd,363922000,363,0,0
100,300,wjl_ii,848000,0,0,0
100,300,jsd,321122000,321,0,0
100,300,wjl_ii,818000,0,0,0
100,300,jsd,354886000,354,0,0
100,300,wjl_ii,1405000,1,0,0
100,300,jsd,326908000,326,0,0
100,300,wjl_ii,875000,0,0,0
100,300,jsd,316306000,316,0,0
100,300,wjl_ii,996000,0,0,0
100,300,jsd,348077000,348,0,0
100,300,wjl_ii,938000,0,0,0
100,300,jsd,373857000,373,0,0
100,300,wjl_ii,854000,0,0,0
100,300,jsd,354254000,354,0,0
100,300,wjl_ii,849000,0,0,0
100,300,jsd,326835000,326,0,0
100,300,wjl_ii,788000,0,0,0
100,300,jsd,376719000,376,0,0
100,300,wjl_ii,847000,0,0,0
100,300,jsd,326833000,326,0,0
100,300,wjl_ii,816000,0,0,0
100,300,jsd,352575000,352,0,0
100,300,wjl_ii,937000,0,0,0
100,300,jsd,365782000,365,0,0
100,300,wjl_ii,941000,0,0,0
100,300,jsd,350410000,350,0,0
100,300,wjl_ii,970000,0,0,0
100,300,jsd,390526000,390,0,0
100,300,wjl_ii,1074000,1,0,0
100,300,jsd,339200000,339,0,0
100,300,wjl_ii,858000,0,0,0
100,300,jsd,329953000,329,0,0
100,300,wjl_ii,866000,0,0,0
100,300,jsd,383282000,383,0,0
100,300,wjl_ii,781000,0,0,0
100,300,jsd,324482000,324,0,0
100,300,wjl_ii,946000,0,0,0
100,300,jsd,344492000,344,0,0
100,300,wjl_ii,902000,0,0,0
100,300,jsd,343081000,343,0,0
100,300,wjl_ii,916000,0,0,0
100,300,jsd,361133000,361,0,0
100,300,wjl_ii,919000,0,0,0
100,300,jsd,404275000,404,0,0
100,300,wjl_ii,938000,0,0,0
100,300,jsd,408652000,408,0,0
100,300,wjl_ii,934000,0,0,0
100,300,jsd,372039000,372,0,0
100,300,wjl_ii,902000,0,0,0
100,300,jsd,367753000,367,0,0
100,300,wjl_ii,882000,0,0,0
100,300,jsd,395441000,395,0,0
100,300,wjl_ii,875000,0,0,0
100,300,jsd,400371000,400,0,0
100,300,wjl_ii,934000,0,0,0
100,300,jsd,482139000,482,0,0
100,300,wjl_ii,3170000,3,0,0
100,300,jsd,324393000,324,0,0
100,300,wjl_ii,1127000,1,0,0
100,300,jsd,334207000,334,0,0
100,300,wjl_ii,1032000,1,0,0
100,300,jsd,360608000,360,0,0
100,300,wjl_ii,841000,0,0,0
100,300,jsd,354592000,354,0,0
100,300,wjl_ii,911000,0,0,0
100,300,jsd,362853000,362,0,0
100,300,wjl_ii,946000,0,0,0
100,300,jsd,316413000,316,0,0
100,300,wjl_ii,812000,0,0,0
100,300,jsd,354661000,354,0,0
100,300,wjl_ii,879000,0,0,0
100,300,jsd,383448000,383,0,0
100,300,wjl_ii,1101000,1,0,0
100,300,jsd,432522000,432,0,0
100,300,wjl_ii,907000,0,0,0
100,300,jsd,395380000,395,0,0
100,300,wjl_ii,925000,0,0,0
100,300,jsd,360821000,360,0,0
100,300,wjl_ii,963000,0,0,0
100,300,jsd,367648000,367,0,0
100,300,wjl_ii,823000,0,0,0
100,300,jsd,316288000,316,0,0
100,300,wjl_ii,1066000,1,0,0
100,300,jsd,366032000,366,0,0
100,300,wjl_ii,874000,0,0,0
100,300,jsd,437936000,437,0,0
100,300,wjl_ii,1051000,1,0,0
100,300,jsd,336288000,336,0,0
100,300,wjl_ii,857000,0,0,0
100,300,jsd,362720000,362,0,0
100,300,wjl_ii,3337000,3,0,0
100,300,jsd,378874000,378,0,0
100,300,wjl_ii,895000,0,0,0
100,300,jsd,394051000,394,0,0
100,300,wjl_ii,855000,0,0,0
100,300,jsd,399485000,399,0,0
100,300,wjl_ii,728000,0,0,0
100,300,jsd,358480000,358,0,0
100,300,wjl_ii,861000,0,0,0
100,300,jsd,360300000,360,0,0
100,300,wjl_ii,785000,0,0,0
100,300,jsd,390066000,390,0,0
100,300,wjl_ii,777000,0,0,0
100,300,jsd,364600000,364,0,0
100,300,wjl_ii,809000,0,0,0
100,300,jsd,353586000,353,0,0
100,300,wjl_ii,865000,0,0,0
100,300,jsd,421084000,421,0,0
100,300,wjl_ii,909000,0,0,0
100,300,jsd,350148000,350,0,0
100,300,wjl_ii,987000,0,0,0
100,300,jsd,393676000,393,0,0
100,300,wjl_ii,834000,0,0,0
100,300,jsd,342246000,342,0,0
100,300,wjl_ii,833000,0,0,0
100,300,jsd,363952000,363,0,0
100,300,wjl_ii,853000,0,0,0
100,300,jsd,349870000,349,0,0
100,300,wjl_ii,920000,0,0,0
100,300,jsd,333771000,333,0,0
100,300,wjl_ii,930000,0,0,0
100,300,jsd,350449000,350,0,0
100,300,wjl_ii,893000,0,0,0
100,300,jsd,345121000,345,0,0
100,300,wjl_ii,941000,0,0,0
100,300,jsd,372521000,372,0,0
100,300,wjl_ii,1014000,1,0,0
100,300,jsd,360327000,360,0,0
100,300,wjl_ii,824000,0,0,0
100,300,jsd,392230000,392,0,0
100,300,wjl_ii,917000,0,0,0
100,300,jsd,344318000,344,0,0
100,300,wjl_ii,814000,0,0,0
100,300,jsd,390966000,390,0,0
100,300,wjl_ii,901000,0,0,0
100,300,jsd,372395000,372,0,0
100,300,wjl_ii,859000,0,0,0
100,300,jsd,363382000,363,0,0
100,300,wjl_ii,898000,0,0,0
100,300,jsd,382969000,382,0,0
100,300,wjl_ii,855000,0,0,0
100,300,jsd,368221000,368,0,0
100,300,wjl_ii,687000,0,0,0
100,300,jsd,377181000,377,0,0
100,300,wjl_ii,786000,0,0,0
100,300,jsd,358848000,358,0,0
100,300,wjl_ii,829000,0,0,0
100,300,jsd,336838000,336,0,0
100,300,wjl_ii,887000,0,0,0
100,300,jsd,345985000,345,0,0
100,300,wjl_ii,840000,0,0,0
100,300,jsd,324483000,324,0,0
100,300,wjl_ii,857000,0,0,0
100,300,jsd,327484000,327,0,0
100,300,wjl_ii,915000,0,0,0
100,300,jsd,400994000,400,0,0
100,300,wjl_ii,940000,0,0,0
100,300,jsd,390391000,390,0,0
100,300,wjl_ii,867000,0,0,0
100,300,jsd,405673000,405,0,0
100,300,wjl_ii,902000,0,0,0
100,300,jsd,313912000,313,0,0
100,300,wjl_ii,967000,0,0,0
100,300,jsd,332631000,332,0,0
100,300,wjl_ii,829000,0,0,0
100,300,jsd,308536000,308,0,0
100,300,wjl_ii,537000,0,0,0
1000,50,jsd,3699597000,3699,0,0
1000,50,wjl_ii,289006000,289,0,0
1000,50,jsd,3438978000,3438,0,0
1000,50,wjl_ii,424740000,424,0,0
1000,50,jsd,3484652000,3484,0,0
1000,50,wjl_ii,423826000,423,0,0
1000,50,jsd,5635549000,5635,0,0
1000,50,wjl_ii,485725000,485,0,0
1000,50,jsd,5660347000,5660,0,0
1000,50,wjl_ii,509293000,509,0,0
1000,50,jsd,5616529000,5616,0,0
1000,50,wjl_ii,537023000,537,0,0
1000,50,jsd,5627270000,5627,0,0
1000,50,wjl_ii,538206000,538,0,0
1000,50,jsd,5684827000,5684,0,0
1000,50,wjl_ii,497656000,497,0,0
1000,50,jsd,5600037000,5600,0,0
1000,50,wjl_ii,696378000,696,0,0
1000,50,jsd,5612790000,5612,0,0
1000,50,wjl_ii,470957000,470,0,0
1000,50,jsd,5667154000,5667,0,0
1000,50,wjl_ii,402010000,402,0,0
1000,50,jsd,5522518000,5522,0,0
1000,50,wjl_ii,422897000,422,0,0
1000,50,jsd,5538256000,5538,0,0
1000,50,wjl_ii,524076000,524,0,0
1000,50,jsd,5571577000,5571,0,0
1000,50,wjl_ii,568539000,568,0,0
1000,50,jsd,5552829000,5552,0,0
1000,50,wjl_ii,525082000,525,0,0
1000,50,jsd,5588613000,5588,0,0
1000,50,wjl_ii,567090000,567,0,0
1000,50,jsd,5491927000,5491,0,0
1000,50,wjl_ii,528818000,528,0,0
1000,50,jsd,5516771000,5516,0,0
1000,50,wjl_ii,545106000,545,0,0
1000,50,jsd,5576486000,5576,0,0
1000,50,wjl_ii,607569000,607,0,0
1000,50,jsd,5571495000,5571,0,0
1000,50,wjl_ii,385895000,385,0,0
1000,50,jsd,5510124000,5510,0,0
1000,50,wjl_ii,400218000,400,0,0
1000,50,jsd,5536786000,5536,0,0
1000,50,wjl_ii,569007000,569,0,0
1000,50,jsd,5513174000,5513,0,0
1000,50,wjl_ii,593119000,593,0,0
1000,50,jsd,5534946000,5534,0,0
1000,50,wjl_ii,541909000,541,0,0
1000,50,jsd,5532332000,5532,0,0
1000,50,wjl_ii,480744000,480,0,0
1000,50,jsd,5628436000,5628,0,0
1000,50,wjl_ii,541353000,541,0,0
1000,50,jsd,5597484000,5597,0,0
1000,50,wjl_ii,468348000,468,0,0
1000,50,jsd,5500194000,5500,0,0
1000,50,wjl_ii,439244000,439,0,0
1000,50,jsd,5539669000,5539,0,0
1000,50,wjl_ii,435433000,435,0,0
1000,50,jsd,5528193000,5528,0,0
1000,50,wjl_ii,454448000,454,0,0
1000,50,jsd,5452073000,5452,0,0
1000,50,wjl_ii,450782000,450,0,0
1000,50,jsd,5590028000,5590,0,0
1000,50,wjl_ii,540747000,540,0,0
1000,50,jsd,5729770000,5729,0,0
1000,50,wjl_ii,502009000,502,0,0
1000,50,jsd,5581828000,5581,0,0
1000,50,wjl_ii,553810000,553,0,0
1000,50,jsd,5707800000,5707,0,0
1000,50,wjl_ii,517185000,517,0,0
1000,50,jsd,5568788000,5568,0,0
1000,50,wjl_ii,365342000,365,0,0
1000,50,jsd,5594690000,5594,0,0
1000,50,wjl_ii,466740000,466,0,0
1000,50,jsd,5587229000,5587,0,0
1000,50,wjl_ii,430360000,430,0,0
1000,50,jsd,5576441000,5576,0,0
1000,50,wjl_ii,371268000,371,0,0
1000,50,jsd,5583572000,5583,0,0
1000,50,wjl_ii,519768000,519,0,0
1000,50,jsd,5603199000,5603,0,0
1000,50,wjl_ii,546743000,546,0,0
1000,50,jsd,5590598000,5590,0,0
1000,50,wjl_ii,544069000,544,0,0
1000,50,jsd,5590545000,5590,0,0
1000,50,wjl_ii,550073000,550,0,0
1000,50,jsd,5575993000,5575,0,0
1000,50,wjl_ii,481166000,481,0,0
1000,50,jsd,5652283000,5652,0,0
1000,50,wjl_ii,482348000,482,0,0
1000,50,jsd,5585897000,5585,0,0
1000,50,wjl_ii,528782000,528,0,0
1000,50,jsd,5580087000,5580,0,0
1000,50,wjl_ii,567138000,567,0,0
1000,50,jsd,5601326000,5601,0,0
1000,50,wjl_ii,401161000,401,0,0
1000,50,jsd,5530088000,5530,0,0
1000,50,wjl_ii,458005000,458,0,0
1000,50,jsd,5648398000,5648,0,0
1000,50,wjl_ii,534508000,534,0,0
1000,50,jsd,5539460000,5539,0,0
1000,50,wjl_ii,435432000,435,0,0
1000,50,jsd,5806082000,5806,0,0
1000,50,wjl_ii,322095000,322,0,0
1000,50,jsd,6111691000,6111,0,0
1000,50,wjl_ii,359331000,359,0,0
1000,50,jsd,6130513000,6130,0,0
